                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                 2.1082,                 2.5772,                 2.6073,                0.73582,                0.67649,                0.75122,                0.54588,                 2.0533,                 2.0286,                 2.5274,               0.006436,               0.006436,               0.006436
                     74,                 2.1033,                 2.5526,                 2.6014,                0.73893,                0.68037,                0.75258,                0.54697,                  2.052,                 2.0252,                 2.5259,              0.0063865,              0.0063865,              0.0063865
                     75,                 2.0876,                 2.5333,                 2.5981,                 0.7405,                0.67912,                0.75379,                0.54786,                 2.0515,                 2.0201,                 2.5246,               0.006337,               0.006337,               0.006337
                     76,                 2.0928,                 2.5205,                 2.5938,                0.76427,                0.66541,                 0.7547,                0.54874,                 2.0496,                 2.0166,                 2.5222,              0.0062875,              0.0062875,              0.0062875
                     77,                 2.0885,                  2.521,                 2.5918,                0.76295,                0.66678,                0.75582,                0.54963,                  2.048,                 2.0127,                 2.5213,               0.006238,               0.006238,               0.006238
                     78,                 2.0811,                 2.5213,                 2.5884,                0.76035,                0.67098,                0.75589,                0.54991,                 2.0467,                 2.0098,                 2.5202,              0.0061885,              0.0061885,              0.0061885
                     79,                 2.0788,                 2.5002,                 2.5857,                0.76182,                0.67117,                0.75673,                0.55062,                 2.0455,                 2.0053,                 2.5194,               0.006139,               0.006139,               0.006139
                     80,                 2.0745,                 2.4787,                 2.5762,                0.76766,                0.66841,                0.75736,                0.55114,                 2.0441,                  2.002,                 2.5179,              0.0060895,              0.0060895,              0.0060895
                     81,                  2.077,                 2.4747,                 2.5824,                0.75962,                 0.6736,                0.75833,                0.55222,                 2.0432,                 1.9966,                 2.5166,                0.00604,                0.00604,                0.00604
                     82,                 2.0766,                 2.4711,                 2.5823,                0.75965,                0.67429,                0.75901,                0.55297,                 2.0422,                 1.9932,                 2.5148,              0.0059905,              0.0059905,              0.0059905
                     83,                  2.069,                 2.4477,                 2.5759,                0.75582,                  0.677,                0.75912,                0.55335,                 2.0406,                 1.9896,                 2.5134,               0.005941,               0.005941,               0.005941
                     84,                 2.0614,                 2.4293,                 2.5667,                0.75891,                0.67723,                0.75939,                 0.5535,                 2.0402,                 1.9856,                 2.5122,              0.0058915,              0.0058915,              0.0058915
                     85,                 2.0656,                 2.4331,                 2.5705,                0.75408,                0.68181,                0.76007,                0.55432,                 2.0389,                 1.9812,                 2.5109,               0.005842,               0.005842,               0.005842
                     86,                 2.0488,                 2.4234,                 2.5668,                0.75337,                0.68234,                0.76086,                0.55521,                 2.0387,                 1.9769,                 2.5099,              0.0057925,              0.0057925,              0.0057925
                     87,                 2.0567,                 2.4239,                 2.5706,                 0.7551,                 0.6839,                0.76193,                0.55643,                 2.0374,                 1.9739,                  2.509,               0.005743,               0.005743,               0.005743
                     88,                 2.0431,                 2.4344,                 2.5647,                0.76646,                0.67931,                0.76274,                0.55714,                 2.0365,                 1.9695,                 2.5081,              0.0056935,              0.0056935,              0.0056935
                     89,                  2.032,                 2.3965,                 2.5513,                0.76565,                0.68028,                0.76331,                0.55755,                 2.0358,                 1.9646,                 2.5077,               0.005644,               0.005644,               0.005644
                     90,                 2.0439,                 2.3785,                 2.5481,                 0.7563,                  0.688,                0.76393,                0.55813,                  2.035,                 1.9603,                 2.5066,              0.0055945,              0.0055945,              0.0055945
                     91,                 2.0184,                 2.3767,                 2.5462,                0.76068,                0.68548,                 0.7645,                0.55889,                 2.0344,                  1.955,                 2.5064,               0.005545,               0.005545,               0.005545
                     92,                 2.0327,                 2.3636,                 2.5463,                0.75105,                0.69389,                0.76506,                0.55939,                 2.0329,                 1.9521,                 2.5048,              0.0054955,              0.0054955,              0.0054955
                     93,                  2.014,                 2.3375,                 2.5376,                0.75977,                0.68711,                0.76546,                0.55974,                 2.0323,                 1.9481,                 2.5042,               0.005446,               0.005446,               0.005446
                     94,                 2.0244,                 2.3527,                 2.5484,                0.75561,                0.69165,                0.76607,                0.56059,                 2.0318,                 1.9442,                 2.5041,              0.0053965,              0.0053965,              0.0053965
                     95,                 2.0167,                 2.3344,                 2.5374,                0.76164,                0.68933,                0.76658,                0.56125,                 2.0303,                 1.9412,                 2.5027,               0.005347,               0.005347,               0.005347
                     96,                 2.0152,                 2.3376,                 2.5357,                0.76342,                0.68726,                0.76682,                0.56162,                 2.0308,                 1.9356,                 2.5026,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.9991,                 2.3044,                 2.5262,                0.75774,                0.69516,                0.76717,                 0.5624,                 2.0297,                 1.9339,                 2.5015,               0.005248,               0.005248,               0.005248
                     98,                  2.004,                 2.3306,                 2.5345,                0.76778,                0.68539,                0.76803,                0.56315,                  2.029,                 1.9299,                 2.5006,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.9979,                 2.3072,                 2.5238,                0.76602,                0.68891,                0.76896,                0.56409,                 2.0291,                 1.9244,                 2.5011,               0.005149,               0.005149,               0.005149
                    100,                 1.9902,                 2.2841,                 2.5204,                0.77153,                0.68403,                0.76925,                0.56481,                 2.0281,                 1.9211,                    2.5,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.9825,                 2.2617,                 2.5129,                0.77455,                0.68261,                0.76962,                0.56546,                 2.0273,                 1.9175,                 2.4992,                0.00505,                0.00505,                0.00505
                    102,                  1.993,                 2.2667,                 2.5174,                0.77317,                0.68511,                 0.7704,                0.56606,                 2.0258,                 1.9154,                 2.4983,              0.0050005,              0.0050005,              0.0050005
                    103,                  1.983,                 2.2615,                 2.5148,                0.76861,                0.68811,                0.77089,                0.56647,                 2.0251,                 1.9123,                 2.4968,               0.004951,               0.004951,               0.004951
                    104,                 1.9768,                 2.2439,                 2.5131,                0.76804,                0.69056,                0.77131,                0.56699,                 2.0243,                 1.9089,                 2.4955,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.9722,                 2.2253,                 2.5036,                0.76608,                0.69093,                0.77125,                0.56738,                 2.0232,                 1.9059,                 2.4945,               0.004852,               0.004852,               0.004852
                    106,                 1.9641,                 2.2294,                 2.5011,                0.77035,                0.69138,                0.77187,                0.56789,                 2.0228,                 1.9021,                 2.4936,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.9684,                 2.2339,                 2.5019,                0.76766,                0.69232,                0.77215,                0.56826,                 2.0213,                 1.8987,                 2.4927,               0.004753,               0.004753,               0.004753
                    108,                 1.9621,                 2.2199,                 2.5013,                0.76371,                0.69465,                0.77264,                0.56876,                 2.0203,                 1.8955,                 2.4911,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.9577,                 2.2051,                 2.4979,                0.76679,                0.69357,                0.77306,                0.56919,                  2.019,                 1.8918,                 2.4898,               0.004654,               0.004654,               0.004654
                    110,                 1.9537,                 2.1904,                  2.494,                0.76566,                0.69625,                0.77369,                 0.5704,                 2.0182,                 1.8876,                 2.4887,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.9532,                 2.1956,                 2.4904,                0.77004,                0.69314,                0.77502,                0.57118,                 2.0168,                 1.8854,                  2.488,               0.004555,               0.004555,               0.004555
                    112,                 1.9427,                 2.1802,                 2.4816,                0.77144,                0.69317,                0.77526,                0.57143,                 2.0159,                 1.8834,                 2.4881,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.9477,                 2.1776,                 2.4871,                0.77551,                0.69341,                0.77573,                0.57202,                 2.0154,                 1.8797,                 2.4873,               0.004456,               0.004456,               0.004456
                    114,                 1.9319,                 2.1641,                 2.4775,                0.76905,                0.69971,                0.77625,                0.57251,                 2.0152,                 1.8752,                 2.4869,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.9433,                 2.1604,                  2.481,                  0.766,                0.70373,                0.77655,                0.57294,                 2.0148,                 1.8722,                 2.4862,               0.004357,               0.004357,               0.004357
                    116,                 1.9372,                 2.1574,                 2.4836,                0.76676,                0.70552,                0.77716,                0.57346,                 2.0138,                 1.8695,                 2.4852,              0.0043075,              0.0043075,              0.0043075
                    117,                  1.916,                 2.1391,                 2.4697,                0.76495,                0.70689,                0.77734,                0.57373,                  2.012,                 1.8682,                 2.4837,               0.004258,               0.004258,               0.004258
